StationNumber,Lat,Lon,Address,State,City,County,Zip
722537,29.977,-99.086,"1877 Airport Loop, Kerrville, TX 78028, USA",TX,Kerrville,Kerr County,78028
722542,30.733,-98.233,"509 Industrial Blvd, Burnet, TX 78611, USA",TX,Burnet,Burnet County,78611
722541,33.183,-96.583,"Co Rd 327, McKinney, TX 75069, USA",TX,McKinney,Collin County,75069
722543,29.617,-95.65,"S Texas 6, Sugar Land, TX 77498, USA",TX,Sugar Land,Fort Bend County,77498
722547,30.683,-97.683,"302 Toledo Trail, Georgetown, TX 78628, USA",TX,Georgetown,Williamson County,78628
722552,33.651,-97.197,"Gainesville Muni Airport - GLE, 2300 Airport Dr, Gainesville, TX 76240, USA",TX,Gainesville,Cooke County,76240
722553,30.219,-96.374,"4920 Old Independence Rd, Brenham, TX 77833, USA",TX,Brenham,Washington County,77833
722554,29.908,-96.95,"Unnamed Road, La Grange, TX 78945, USA",TX,La Grange,Fayette County,78945
722563,31.483,-97.317,"McGregor Executive Airport, 27474 US-84, McGregor, TX 76657, USA",TX,McGregor,McLennan County,76657
722588,33.067,-96.067,"Majors Airport (GVT), 101 Majors Rd, Greenville, TX 75402, USA",TX,Greenville,Hunt County,75402
722587,33.633,-95.45,"Unnamed Road, Paris, TX 75462, USA",TX,Paris,Lamar County,75462
722577,31.15,-97.4,"4109 Airport Trail, Temple, TX 76504, USA",TX,Temple,Bell County,76504
722575,31.083,-97.683,"4906 Lakeshore Dr, Killeen, TX 76543, USA",TX,Killeen,Bell County,76543
722589,33.201,-97.198,"Denton Enterprise Airport, 5000 Airport Rd, Denton, TX 76207, USA",TX,Denton,Denton County,76207
722637,35.9,-100.4,"10950 W Cedar St, Canadian, TX 79014, USA",TX,Canadian,Hemphill County,79014
722616,30.046,-102.213,"15 Airport Rd, Sanderson, TX 79848, USA",TX,Sanderson,Terrell County,79848
722593,32.567,-97.3,"13012 Oak Grove Rd S, Burleson, TX 76028, USA",TX,Burleson,Tarrant County,76028
722648,31.917,-102.383,"Odessa, TX 79765, USA",TX,Odessa,,79765
722666,31.8,-98.95,"Airport Rd, Brownwood, TX 76802, USA",TX,Brownwood,Brown County,76802
722598,32.967,-96.833,"4660 Jimmy Doolittle Dr, Addison, TX 75001, USA",TX,Addison,Dallas County,75001
722599,32.683,-96.867,"5125 Voyager Dr, Dallas, TX 75237, USA",TX,Dallas,Dallas County,75237
722594,32.983,-97.317,"1371 Flight Line Rd, Fort Worth, TX 76177, USA",TX,Fort Worth,Tarrant County,76177
723628,31.183,-99.317,"US-377, Brady, TX 76825, USA",TX,Brady,McCulloch County,76825
723635,35.7,-101.4,"Borger, TX 79007, USA",TX,Borger,,79007
723761,30.517,-96.7,"W 10th St, Caldwell, TX 77836, USA",TX,Caldwell,Burleson County,77836
747335,30.583,-100.65,"Sonora Municipal, 1601 Airport Rd, Sonora, TX 76950, USA",TX,Sonora,Sutton County,76950
747355,31.917,-98.6,"301 Industrial Blvd, Comanche, TX 76442, USA",TX,Comanche,Comanche County,76442
999999,30.243,-98.91,"Campers Loop, Fredericksburg, TX 78624, USA",TX,Fredericksburg,Gillespie County,78624
999999,31.78,-95.706,"Palestine Municipal Arprt-Psn, 1278 County Rd 421, Palestine, TX 75803, USA",TX,Palestine,Anderson County,75803
722008,27.833,-97.067,"405 W Avenue C, Port Aransas, TX 78373, USA",TX,Port Aransas,Nueces County,78373
723629,30.069,-93.801,"Orange County Airport, 2640 State Hwy 87, Orange, TX 77630, USA",TX,Orange,Orange County,77630
722524,28.083,-97.05,"171 Wishert Rd, Rockport, TX 78382, USA",TX,Rockport,Aransas County,78382
722527,29.117,-95.467,"8069 County Rd 220B, Angleton, TX 77515, USA",TX,Angleton,Brazoria County,77515
722209,28.65,-96.683,"4876 FM3084, Port Lavaca, TX 77979, USA",TX,Port Lavaca,Calhoun County,77979
720404,33.85,-98.483,"5138 Deer Creek Rd, Wichita Falls, TX 76302, USA",TX,Wichita Falls,Wichita County,76302
994260,29.67,-94.05,"State Hwy 87, Sabine Pass, TX 77655, USA",TX,,Jefferson County,77655
998490,29.689,-93.842,"Jetty Rd, Sabine Pass, TX 77655, USA",TX,Port Arthur,Jefferson County,77655
994110,27.83,-97.05,"321 N on the Beach, Port Aransas, TX 78373, USA",TX,Port Aransas,Nueces County,78373
997364,29.3,-94.78,"1311 Avenue M, Galveston, TX 77550, USA",TX,Galveston,Galveston County,77550
997368,29.73,-93.87,"7034 1st St, Sabine Pass, TX 77655, USA",TX,Port Arthur,Jefferson County,77655
998189,28.933,-95.3,"898 2nd St, Quintana, TX 77541, USA",TX,Quintana,Brazoria County,77541
998482,27.812,-97.39,"2914 N Shoreline Blvd, Corpus Christi, TX 78402, USA",TX,Corpus Christi,Nueces County,78402
994790,28.45,-96.4,"100 Park St, Port O'Connor, TX 77982, USA",TX,Port O'Connor,Calhoun County,77982
997361,29.48,-94.92,"1035 6th St, San Leon, TX 77539, USA",TX,San Leon,Galveston County,77539
997366,27.58,-97.22,"15820 Park Rd, Corpus Christi, TX 78418, USA",TX,Corpus Christi,Nueces County,78418
997370,29.68,-94.98,"Ballester, La Porte, TX 77571, USA",TX,La Porte,Harris County,77571
997369,26.05,-97.22,"2000 Port Rd, Port Isabel, TX 78578, USA",TX,Port Isabel,Cameron County,78578
998182,29.517,-94.5,"1045 Mae St, Gilchrist, TX 77617, USA",TX,Bolivar Peninsula,Galveston County,77617
998183,27.483,-97.317,"Kleberg County, TX, USA",TX,,Kleberg County,
998184,27.833,-97.067,"405 W Avenue C, Port Aransas, TX 78373, USA",TX,Port Aransas,Nueces County,78373
998185,28.4,-96.717,"506 Bay Ave, Seadrift, TX 77983, USA",TX,Seadrift,Calhoun County,77983
998481,29.726,-95.266,"Sidney Sherman Bridge, E Loop Fwy, Houston, TX 77012, USA",TX,Houston,Harris County,77012
998483,26.077,-97.177,"S Garcia St, Port Isabel, TX 78578, USA",TX,Port Isabel,Cameron County,78578
998487,28.64,-96.595,"Port Lavaca, TX 77979, USA",TX,Port Lavaca,,77979
998225,29.867,-93.933,"100 Lakeshore Dr, Port Arthur, TX 77640, USA",TX,Port Arthur,Jefferson County,77640
998236,27.633,-97.233,"13594 State Hwy Park Rd 22, Corpus Christi, TX 78418, USA",TX,Corpus Christi,Nueces County,78418
721043,32.164,-95.828,"Athens Municipal Airport-F44, 1875 Airport Rd, Athens, TX 75752, USA",TX,Athens,Henderson County,75752
722533,29.36,-99.174,"506 Vandenberg Rd, Hondo, TX 78861, USA",TX,Hondo,Medina County,78861
722561,31.638,-97.074,"3801 Campus Dr, Waco, TX 76705, USA",TX,Waco,McLennan County,76705
722704,31.85,-106.38,"El Paso, TX 79918, USA",TX,El Paso,El Paso County,79918
999999,31.622,-102.807,"State Hwy Park Rd 41, Monahans, TX 79756, USA",TX,Monahans,Ward County,79756
999999,33.956,-102.774,"1560 Co Rd 1248, Muleshoe, TX 79347, USA",TX,Muleshoe,Bailey County,79347
999999,32.041,-100.25,"US-277, Blackwell, TX 79506, USA",TX,Blackwell,Coke County,79506
999999,26.526,-98.063,"Unnamed Road, Edinburg, TX 78542, USA",TX,Edinburg,Hidalgo County,78542
999999,29.348,-103.209,"Big Bend National Park, TX 79834, USA",TX,Big Bend National Park,Brewster County,79834
999999,28.305,-96.823,"Unnamed Road, Austwell, TX 77950, USA",TX,Austwell,Aransas County,77950
999999,30.622,-98.085,"372 Whitewater Dr, Bertram, TX 78605, USA",TX,Bertram,Burnet County,78605
720151,30.383,-103.683,"Alpine-Casparis Municipal Airport, 3401 TX-118, Alpine, TX 79830, USA",TX,Alpine,Brewster County,79830
720261,33.175,-97.828,"Bridgeport Municipal Airport KXBP, 299 L V Selz Rd, Bridgeport, TX 76426, USA",TX,Bridgeport,Wise County,76426
720269,27.207,-98.121,"1223b Co Rd 212, Falfurrias, TX 78355, USA",TX,Falfurrias,Brooks County,78355
720271,32.213,-101.521,"3675 Rickabaugh Dr, Big Spring, TX 79720, USA",TX,Big Spring,Howard County,79720
720286,32.444,-97.817,"1005 White Cliff Rd, Granbury, TX 76048, USA",TX,Granbury,Hood County,76048
720287,33.714,-96.674,"4654 Airport Dr, Denison, TX 75020, USA",TX,Denison,Grayson County,75020
720291,32.747,-96.531,"1442 Airport Blvd, Mesquite, TX 75181, USA",TX,Mesquite,Dallas County,75181
720303,30.872,-96.622,"1370 Airport Rd, Hearne, TX 77859, USA",TX,Hearne,Robertson County,77859
720305,33.254,-97.581,"351 Airport Rd, Decatur, TX 76234, USA",TX,Decatur,Wise County,76234
720311,33.096,-94.961,"SE 12th St, Mt Pleasant, TX 75455, USA",TX,Mount Pleasant,Titus County,75455
720314,31.78,-95.706,"Palestine Municipal Arprt-Psn, 1278 County Rd 421, Palestine, TX 75803, USA",TX,Palestine,Anderson County,75803
720313,35.613,-100.996,"9041 FM282, Pampa, TX 79065, USA",TX,Pampa,Gray County,79065
720315,36.414,-100.75,"14535 Co Rd 19, Perryton, TX 79070, USA",TX,Perryton,Ochiltree County,79070
720318,33.11,-98.555,"Graham Municipal Airport (RPH), Graham, TX 76450, USA",TX,Graham,Young County,76450
720393,34.85,-102.333,"FM2943, Hereford, TX 79045, USA",TX,Hereford,Deaf Smith County,79045
720404,33.85,-98.483,"5138 Deer Creek Rd, Wichita Falls, TX 76302, USA",TX,Wichita Falls,Wichita County,76302
720542,30.5,-97.967,"9411 Rolling Hills Trail, Lago Vista, TX 78645, USA",TX,Lago Vista,Travis County,78645
720577,32.15,-94.85,"3303 FM 13, Henderson, TX 75654, USA",TX,Henderson,Rusk County,75654
720578,32.717,-98.892,"Unnamed Road, Breckenridge, TX 76424, USA",TX,Breckenridge,Stephens County,76424
720626,35.883,-101.033,"Pampa, TX 79065, USA",TX,Pampa,,79065
720639,30.533,-98.367,"713 Fallow, Horseshoe Bay, TX 78657, USA",TX,Horseshoe Bay,Llano County,78657
720647,31.106,-98.196,"2855 US-281, Lampasas, TX 76550, USA",TX,Lampasas,Lampasas County,76550
720771,31.841,-99.404,"Coleman NDB COM 385, Coleman, TX 76834, USA",TX,Coleman,Coleman County,76834
720779,31.641,-96.514,"Mexia, TX 76667, USA",TX,Mexia,,76667
720943,32.521,-94.308,"Harrison County Airport, 2100 Warren Dr, Marshall, TX 75672, USA",TX,Marshall,Harrison County,75672
720965,32.433,-99.85,"Dyess AFB, Tye, TX 79563, USA",TX,Tye,Taylor County,79563
721034,30.879,-96.971,"Cameron Municipal Airpark-T35, Cameron, TX 76520, USA",TX,Cameron,Milam County,76520
721044,32.931,-96.435,"Rockwall Muni, Rockwall, TX 75087, USA",TX,Rockwall,Rockwall County,75087
721048,29.634,-104.361,"US-67, Presidio, TX 79845, USA",TX,Presidio,Presidio County,79845
722042,32.742,-95.496,"311 Co Rd 2355, Mineola, TX 75773, USA",TX,Mineola,Wood County,75773
722094,32.699,-97.047,"3190 S Great SW Pkwy, Grand Prairie, TX 75052, USA",TX,Grand Prairie,Tarrant County,75052
722107,32.675,-102.654,"103 Co Rd 306-G, Seminole, TX 79360, USA",TX,Seminole,Gaines County,79360
722112,32.699,-94.949,"40 Aviation Dr, Gilmer, TX 75645, USA",TX,Gilmer,Upshur County,75645
722113,30.169,-96.98,"1234 Co Rd 206, Giddings, TX 78942, USA",TX,Giddings,Lee County,78942
722122,32.693,-100.951,"Holbrook-Winston Lease Rd, Snyder, TX 79549, USA",TX,Snyder,Scurry County,79549
722159,26.178,-97.973,"Mid Valley Airport-T65, 1909 Joe Stephens Ave, Weslaco, TX 78599, USA",TX,Weslaco,Hidalgo County,78599
722174,34.167,-101.717,"1212 S Columbia St, Plainview, TX 79072, USA",TX,Plainview,Hale County,79072
722169,31.383,-103.511,"3112-3198 Manahan St, Pecos, TX 79772, USA",TX,Pecos,Reeves County,79772
722192,32.473,-100.466,"Unnamed Road, Sweetwater, TX 79556, USA",TX,Sweetwater,Nolan County,79556
722214,35.858,-102.013,"6243 FM 119, Dumas, TX 79029, USA",TX,Dumas,Moore County,79029
722231,31.666,-98.149,"Old 504, Hamilton, TX 76531, USA",TX,Hamilton,Hamilton County,76531
722323,31.417,-97.8,"681 Chitwood Rd, Gatesville, TX 76528, USA",TX,Gatesville,Coryell County,76528
722324,32.036,-102.101,"Midland, TX 79705, USA",TX,Midland,,79705
722362,33.167,-95.617,"1723 Airport Rd, Sulphur Springs, TX 75482, USA",TX,Sulphur Springs,Hopkins County,75482
722420,29.273,-94.859,"Galveston, TX, USA",TX,Galveston,Galveston County,
722444,30.357,-95.414,"2971 Hawthorne Dr, Conroe, TX 77301, USA",TX,Conroe,Montgomery County,77301
722447,30.744,-95.586,"1098 Airport Dr, Huntsville, TX 77320, USA",TX,Huntsville,Walker County,77320
722448,32.354,-95.403,"700 Skyway Blvd, Tyler, TX 75704, USA",TX,Tyler,Smith County,75704
722469,32.031,-96.399,"Fmr 739, Corsicana, TX 75109, USA",TX,Corsicana,Navarro County,75109
722470,32.385,-94.712,"390 Central Rd, Longview, TX 75603, USA",TX,Longview,Gregg County,75603
722479,32.664,-97.094,"4650 S Collins St, Arlington, TX 76018, USA",TX,Arlington,Tarrant County,76018
722489,32.71,-96.267,"400 British Flying School Blvd, Terrell, TX 75160, USA",TX,Terrell,Kaufman County,75160
722500,25.914,-97.423,"60 S Vermillion Ave, Brownsville, TX 78521, USA",TX,Brownsville,Cameron County,78521
722541,33.19,-96.591,"410 Enloe Rd, McKinney, TX 75069, USA",TX,McKinney,Collin County,75069
722547,30.679,-97.679,"500 Terminal Dr, Georgetown, TX 78628, USA",TX,Georgetown,Williamson County,78628
722575,31.083,-97.683,"4906 Lakeshore Dr, Killeen, TX 76543, USA",TX,Killeen,Bell County,76543
722570,31.133,-97.717,"809 Pecan Cir, Killeen, TX 76549, USA",TX,Killeen,Bell County,76549
722576,31.067,-97.833,"Clarke Rd, Killeen, TX 76549, USA",TX,Killeen,Bell County,76549
722587,33.633,-95.45,"Unnamed Road, Paris, TX 75462, USA",TX,Paris,Lamar County,75462
722580,32.852,-96.856,"3232 Love Field Dr, Dallas, TX 75235, USA",TX,Dallas,Dallas County,75235
722588,33.068,-96.065,"Majors Airport (GVT), 101 Majors Rd, Greenville, TX 75402, USA",TX,Greenville,Hunt County,75402
722589,33.206,-97.199,"4650 Lockheed Ln, Denton, TX 76207, USA",TX,Denton,Denton County,76207
722595,32.767,-97.45,"7785 Clifford St, White Settlement, TX 76108, USA",TX,White Settlement,Tarrant County,76108
722594,32.973,-97.318,"1503 Westport Pkwy, Fort Worth, TX 76177, USA",TX,Fort Worth,Tarrant County,76177
722597,32.782,-98.06,"Mineral Wells Airport, 5300 Airport Rd, Mineral Wells, TX 76067, USA",TX,Mineral Wells,,76067
722598,32.969,-96.836,"15999 Addison Rd, Addison, TX 75001, USA",TX,Addison,Dallas County,75001
722600,32.215,-98.178,"Clark Field Municipal Airport, 1050 Airport Rd, Stephenville, TX 76401, USA",TX,Stephenville,Erath County,76401
722616,30.048,-102.213,"15 Airport Rd, Sanderson, TX 79848, USA",TX,Sanderson,Terrell County,79848
722618,30.912,-102.917,"Unnamed Road, Fort Stockton, TX 79735, USA",TX,Fort Stockton,Pecos County,79735
722637,35.9,-100.4,"10950 W Cedar St, Canadian, TX 79014, USA",TX,Canadian,Hemphill County,79014
722620,31.831,-104.809,"Unnamed Road, Salt Flat, TX 79847, USA",TX,,Culberson County,79847
722640,30.371,-104.017,"Unnamed Road, Marfa, TX 79843, USA",TX,Marfa,Presidio County,79843
722648,31.921,-102.387,"1401 E Yukon Rd, Odessa, TX 79762, USA",TX,Odessa,Ector County,79762
722650,31.948,-102.209,"Wright Dr, Midland, TX 79706, USA",TX,Midland,Midland County,79706
722656,31.78,-103.202,"Wink, TX 79789, USA",TX,Wink,Winkler County,79789
722666,31.8,-98.95,"Airport Rd, Brownwood, TX 76802, USA",TX,Brownwood,Brown County,76802
722670,33.666,-101.823,"7001 N Martin L King Blvd, Lubbock, TX 79403, USA",TX,Lubbock,Lubbock County,79403
722660,32.411,-99.682,"2933 Airport Parking Cir, Abilene, TX 79602, USA",TX,Abilene,Taylor County,79602
722700,31.811,-106.376,"George Perry Blvd, El Paso, TX 79925, USA",TX,El Paso,El Paso County,79925
723510,33.979,-98.493,"Missile Rd, Sheppard AFB, TX 76311, USA",TX,Sheppard Air Force Base,Wichita County,76311
723628,31.178,-99.324,"Brady NDB BBD 380, Brady, TX 76825, USA",TX,Brady,McCulloch County,76825
723630,35.23,-101.704,"2000 English Rd, Amarillo, TX 79108, USA",TX,Amarillo,Potter County,79108
723635,35.695,-101.395,"1662 Airport Rd, Borger, TX 79007, USA",TX,Borger,Hutchinson County,79007
723660,34.427,-100.283,"FM164, Childress, TX 79201, USA",TX,Childress,Childress County,79201
723761,30.516,-96.704,"Caldwell Municipal Airport (RWV), Caldwell, TX 77836, USA",TX,Caldwell,Burleson County,77836
747355,31.917,-98.6,"301 Industrial Blvd, Comanche, TX 76442, USA",TX,Comanche,Comanche County,76442
747360,36.017,-102.55,"Hartley County, TX, USA",TX,,Hartley County,
747390,32.819,-97.361,"Fort Worth, TX 76106, USA",TX,Fort Worth,Tarrant County,76106
747460,30.589,-96.365,"1 McKenzie Terminal Blvd, College Station, TX 77845, USA",TX,College Station,Brazos County,77845
999999,32.164,-95.828,"Athens Municipal Airport-F44, 1875 Airport Rd, Athens, TX 75752, USA",TX,Athens,Henderson County,75752
999999,31.78,-95.723,"Unnamed Road, Palestine, TX 75803, USA",TX,Palestine,Anderson County,75803
A00002,30.219,-96.374,"4920 Old Independence Rd, Brenham, TX 77833, USA",TX,Brenham,Washington County,77833
A00019,34.226,-99.284,"Vernon, TX 76384, USA",TX,Vernon,,76384
A05735,33.6,-97.783,"5618 TX-59, Bowie, TX 76230, USA",TX,Bowie,Montague County,76230
720110,30.784,-98.662,"Llano Municipal Airport, 3010 TX-16, Llano, TX 78643, USA",TX,Llano,Llano County,78643
720273,28.973,-95.863,"3598 FM 2540, Bay City, TX 77414, USA",TX,Bay City,Matagorda County,77414
720276,26.442,-98.129,"15920 US-281, Edinburg, TX 78542, USA",TX,Edinburg,Hidalgo County,78542
720295,32.084,-97.097,"1015 Hcr 4235, Hillsboro, TX 76645, USA",TX,Hillsboro,Hill County,76645
720296,30.886,-94.035,"131-163 Carnes Manning Dr, Jasper, TX 75951, USA",TX,Jasper,Jasper County,75951
720298,31.869,-95.218,"420 Co Rd 1618, Rusk, TX 75785, USA",TX,Rusk,Cherokee County,75785
720299,32.456,-96.913,"131 Airport Dr, Midlothian, TX 76065, USA",TX,Midlothian,Ellis County,76065
720320,32.354,-97.434,"Cleburne Muni, Cleburne, TX 76033, USA",TX,Cleburne,Johnson County,76033
720323,30.243,-98.91,"Campers Loop, Fredericksburg, TX 78624, USA",TX,Fredericksburg,Gillespie County,78624
720391,28.35,-97.717,"3847 US-181, Beeville, TX 78102, USA",TX,Beeville,Bee County,78102
720395,28.95,-98.517,"375 Airport Rd, Pleasanton, TX 78064, USA",TX,Pleasanton,Atascosa County,78064
720584,26.967,-99.25,"246 Airport Rd, Zapata, TX 78076, USA",TX,Zapata,Zapata County,78076
720594,29.717,-95.383,"3 Hermann Museum Cir Dr, Houston, TX 77004, USA",TX,Houston,Harris County,77004
720617,29.8,-95.9,"1896 Cardiff Rd, Brookshire, TX 77423, USA",TX,Brookshire,Waller County,77423
720637,29.5,-95.477,"1172 Fenn Rd, Rosharon, TX 77583, USA",TX,Rosharon,Fort Bend County,77583
720648,30.395,-97.567,"15012 Gregg Ln, Manor, TX 78653, USA",TX,Manor,Travis County,78653
720659,30.735,-101.203,"Airport Rd, Ozona, TX 76943, USA",TX,Ozona,Crockett County,76943
720742,28.209,-100.019,"Carrizo Springs, TX 78834, USA",TX,Carrizo Springs,,78834
720926,30.071,-94.216,"455 Keith Rd, Beaumont, TX 77713, USA",TX,Beaumont,Jefferson County,77713
722008,27.812,-97.089,"Mustang Beach Airport, 130 Piper Blvd, Port Aransas, TX 78373, USA",TX,Port Aransas,Nueces County,78373
722143,32.579,-96.719,"1600 E Belt Line Rd, Lancaster, TX 75146, USA",TX,Lancaster,Dallas County,75146
722202,29.211,-99.744,"Uvalde, TX 78801, USA",TX,Uvalde,Uvalde County,78801
722209,28.654,-96.681,"4876 FM3084, Port Lavaca, TX 77979, USA",TX,Port Lavaca,Calhoun County,77979
722338,27.349,-98.737,"Gruy Ranch Rd, Hebbronville, TX 78361, USA",TX,Hebbronville,Jim Hogg County,78361
722351,29.266,-96.008,"7707 FM 3012 Rd, Wharton, TX 77488, USA",TX,Wharton,Wharton County,77488
722363,29.947,-100.173,"TX-55, Rocksprings, TX 78880, USA",TX,Rocksprings,Edwards County,78880
722369,27.917,-97.2,"3141-3149 FM3512, Ingleside, TX 78362, USA",TX,Ingleside,San Patricio County,78362
722410,29.951,-94.021,"Air Line Dr, Beaumont, TX 77705, USA",TX,Beaumont,Jefferson County,77705
722416,29.709,-98.046,"1549 Cap Stone Ridge, New Braunfels, TX 78130, USA",TX,New Braunfels,Guadalupe County,78130
722427,29.519,-95.242,"17626 Airfield Ln, Pearland, TX 77581, USA",TX,Pearland,Brazoria County,77581
722429,30.068,-95.556,"Imco, Spring, TX 77379, USA",TX,Spring,Harris County,77379
722430,29.98,-95.36,"21843 Burnaby Trail Ct, Houston, TX 77073, USA",TX,Houston,Harris County,77073
722436,29.617,-95.167,"Young, Houston, TX 77034, USA",TX,Houston,Harris County,77034
722440,29.638,-95.282,"Unnamed Road, Houston, TX 77061, USA",TX,Houston,Harris County,77061
722446,31.236,-94.754,"445 FM2108, Burke, TX 75941, USA",TX,Burke,Angelina County,75941
722499,31.578,-94.709,"557 Terry Crawford Dr, Nacogdoches, TX 75964, USA",TX,Nacogdoches,Nacogdoches County,75964
722505,26.228,-97.654,"Harlingen VOR-DME HRL 109.2, Harlingen, TX 78550, USA",TX,Harlingen,Cameron County,78550
722506,26.184,-98.254,"2305 S 26 1/2 St, McAllen, TX 78503, USA",TX,McAllen,Hidalgo County,78503
722508,26.166,-97.346,"Los Fresnos, TX 78566, USA",TX,Los Fresnos,Cameron County,78566
722510,27.774,-97.512,"330 Pinson Dr, Corpus Christi, TX 78406, USA",TX,Corpus Christi,Nueces County,78406
722515,27.683,-97.283,"209 Military Dr, Corpus Christi, TX 78418, USA",TX,Corpus Christi,Nueces County,78418
722516,27.5,-97.817,"3731 Fitch St, Kingsville, TX 78363, USA",TX,Kingsville,Kleberg County,78363
722517,27.741,-98.025,"Alice Airport, 1300 Airport Rd, Alice, TX 78332, USA",TX,Alice,Jim Wells County,78332
722518,27.9,-98.05,"Unnamed Road, Alice, TX 78332, USA",TX,Alice,Jim Wells County,78332
722520,27.533,-99.467,"4102 Airpark Dr, Laredo, TX 78041, USA",TX,Laredo,Webb County,78041
722523,29.339,-98.472,"8598 Echo St, San Antonio, TX 78234, USA",TX,San Antonio,Bexar County,78234
722524,28.084,-97.046,"101-121 Wishert Rd, Fulton, TX 78358, USA",TX,Fulton,Aransas County,78358
722526,28.457,-99.218,"Cotulla, TX 78014, USA",TX,Cotulla,,78014
722527,29.11,-95.462,"7947 Brazoria Co Airport Rd, Angleton, TX 77515, USA",TX,Angleton,Brazoria County,77515
722530,29.544,-98.484,"11200 E Coker Loop, San Antonio, TX 78216, USA",TX,San Antonio,Bexar County,78216
722535,29.383,-98.583,"San Antonio, TX 78243, USA",TX,San Antonio,Bexar County,78243
722536,29.533,-98.262,"E Perimeter Rd, Schertz, TX 78154, USA",TX,Schertz,Bexar County,78154
722537,29.983,-99.083,"760 Johnson Dr, Kerrville, TX 78028, USA",TX,Kerrville,Kerr County,78028
722539,29.891,-97.864,"1807 Airport Dr, San Marcos, TX 78666, USA",TX,San Marcos,Caldwell County,78666
722540,30.183,-97.68,"Austin-Bergstrom International Airport (AUS), 3600 Presidential Blvd, Austin, TX 78719, USA",TX,Austin,Travis County,78719
722542,30.741,-98.235,"2000 S Water St, Burnet, TX 78611, USA",TX,Burnet,Burnet County,78611
722543,29.622,-95.657,"Sugar Land, TX 77498, USA",TX,Sugar Land,Fort Bend County,77498
722550,28.861,-96.93,"Inez, TX 77968, USA",TX,Inez,,77968
722544,30.321,-97.76,"Maintenance Dr, Austin, TX 78703, USA",TX,Austin,Travis County,78703
722552,33.651,-97.197,"Gainesville Muni Airport - GLE, 2300 Airport Dr, Gainesville, TX 76240, USA",TX,Gainesville,Cooke County,76240
722555,28.725,-96.254,"Palacios Municipal Airport-PSX, 3 R. B. Trull Blvd, Palacios, TX 77465, USA",TX,Palacios,Matagorda County,77465
722560,31.619,-97.228,"Unnamed Road, Waco, TX 76708, USA",TX,Waco,McLennan County,76708
722563,31.485,-97.316,"McGregor Executive Airport, 27474 US-84, McGregor, TX 76657, USA",TX,McGregor,McLennan County,76657
722577,31.15,-97.417,"8130 TX-36, Temple, TX 76502, USA",TX,Temple,Bell County,76502
722590,32.898,-97.019,"Unnamed Road, Irving, TX 75038, USA",TX,Irving,Dallas County,75038
722593,32.565,-97.308,"Alsbury Ct, Burleson, TX 76028, USA",TX,Burleson,Tarrant County,76028
722599,32.681,-96.868,"Dallas Executive Airport-RBD, 5303 Challenger Dr, Dallas, TX 75237, USA",TX,Dallas,Dallas County,75237
722610,29.378,-100.927,"Airport, Del Rio, TX 78840, USA",TX,Del Rio,Val Verde County,78840
722615,29.367,-100.783,"US-90, Laughlin AFB, TX 78843, USA",TX,Laughlin Air Force Base,Val Verde County,78843
722630,31.352,-100.495,"9134 Hangar Rd, San Angelo, TX 76904, USA",TX,San Angelo,Tom Green County,76904
724462,31.307,-95.404,"Crockett, TX 75835, USA",TX,Crockett,Houston County,75835
747335,30.586,-100.649,"1402 Airport Rd, Sonora, TX 76950, USA",TX,Sonora,Sutton County,76950
747400,30.511,-99.766,"440 US-83, Junction, TX 76849, USA",TX,Junction,Kimble County,76849
999999,29.529,-97.464,"Roger M. Dreyer Memorial, Gonzales, TX 78629, USA",TX,Gonzales,Gonzales County,78629
A00008,29.908,-96.95,"Unnamed Road, La Grange, TX 78945, USA",TX,La Grange,Fayette County,78945
723629,30.069,-93.804,"Orange, TX 77630, USA",TX,Orange,,77630
